Question,Answer,Q&A,categories,pre-score,weight,score
BD3_1,3,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,1,9
BD3_1,4,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위  4) 제조일자/유통기한,,,,
BD3_1,5,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위  5) 품질인증 표시,['premium_orientation'],9,1,9
BD3_1,6,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위  6) 원산지,,,,
BD3_1,7,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위  7) 영양성분,['health_orientation'],9,1,9
BD3_1,8,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위  8) 식품첨가물,,,,
BD3_1,9,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위  9) 원재료/성분 함량,['health_orientation'],9,1,9
BD3_1,10,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위 10) 포장 디자인,['premium_orientation'],9,1,9
BD3_1,11,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위 11) 포장 재활용 여부,,,,
BD3_1,12,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,1,9
BD3_1,13,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,1,9
BD3_1,14,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위 14) 보관방법,,,,
BD3_1,15,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위 15) 알코올 도수,,,,
BD3_1,51,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위 51) 맛,,,,
BD3_1,95,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_1순위 95) 구입하지 않음,,,,
BD3_2,1,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위  1) 가격,['price_sensitivity'],9,0.7,6.3
BD3_2,2,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위  2) 용량,,,,
BD3_2,3,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.7,6.3
BD3_2,4,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위  4) 제조일자/유통기한,,,,
BD3_2,5,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위  5) 품질인증 표시,['premium_orientation'],9,0.7,6.3
BD3_2,6,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위  6) 원산지,,,,
BD3_2,7,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위  7) 영양성분,['health_orientation'],9,0.7,6.3
BD3_2,8,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위  8) 식품첨가물,,,,
BD3_2,9,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위  9) 원재료/성분 함량,['health_orientation'],9,0.7,6.3
BD3_2,10,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위 10) 포장 디자인,['premium_orientation'],9,0.7,6.3
BD3_2,11,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위 11) 포장 재활용 여부,,,,
BD3_2,12,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.7,6.3
BD3_2,13,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,0.7,6.3
BD3_2,14,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위 14) 보관방법,,,,
BD3_2,15,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위 15) 알코올 도수,,,,
BD3_2,51,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위 51) 맛,,,,
BD3_2,95,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_2순위 95) 구입하지 않음,,,,
BD3_3,1,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위  1) 가격,['price_sensitivity'],9,0.5,4.5
BD3_3,2,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위  2) 용량,,,,
BD3_3,3,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.5,4.5
BD3_3,4,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위  4) 제조일자/유통기한,,,,
BD3_3,5,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위  5) 품질인증 표시,['premium_orientation'],9,0.5,4.5
BD3_3,6,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위  6) 원산지,,,,
BD3_3,7,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위  7) 영양성분,['health_orientation'],9,0.5,4.5
BD3_3,8,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위  8) 식품첨가물,,,,
BD3_3,9,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위  9) 원재료/성분 함량,['health_orientation'],9,0.5,4.5
BD3_3,10,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위 10) 포장 디자인,['premium_orientation'],9,0.5,4.5
BD3_3,11,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위 11) 포장 재활용 여부,,,,
BD3_3,12,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.5,4.5
BD3_3,13,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,0.5,4.5
BD3_3,14,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위 14) 보관방법,,,,
BD3_3,15,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위 15) 알코올 도수,,,,
BD3_3,51,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위 51) 맛,,,,
BD3_3,95,BD3. 가공식품 품목별 구입 시 우선 확인하는 사항(조미식품)_3순위 95) 구입하지 않음,,,,
BE2_1,1,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위  1) 가격,['price_sensitivity'],9,1,9
BE2_1,2,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위  2) 용량,,,,
BE2_1,3,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,1,9
BE2_1,4,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위  4) 제조일자/유통기한,,,,
BE2_1,5,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위  5) 품질인증 표시,['premium_orientation'],9,1,9
BE2_1,6,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위  6) 원산지,,,,
BE2_1,7,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위  7) 영양성분,['health_orientation'],9,1,9
BE2_1,8,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위  8) 식품첨가물,,,,
BE2_1,9,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위  9) 원재료/성분 함량,['health_orientation'],9,1,9
BE2_1,10,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위 10) 포장 디자인,['premium_orientation'],9,1,9
BE2_1,11,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위 11) 포장 재활용 여부,,,,
BE2_1,12,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,1,9
BE2_1,13,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,1,9
BE2_1,14,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위 14) 보관방법,,,,
BE2_1,15,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위 15) 알코올 도수,,,,
BE2_1,51,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위 51) 맛,,,,
BE2_1,95,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_1순위 95) 구입하지 않음,,,,
BE2_2,1,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위  1) 가격,['price_sensitivity'],9,0.7,6.3
BE2_2,2,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위  2) 용량,,,,
BE2_2,3,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.7,6.3
BE2_2,4,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위  4) 제조일자/유통기한,,,,
BE2_2,5,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위  5) 품질인증 표시,['premium_orientation'],9,0.7,6.3
BE2_2,6,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위  6) 원산지,,,,
BE2_2,7,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위  7) 영양성분,['health_orientation'],9,0.7,6.3
BE2_2,8,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위  8) 식품첨가물,,,,
BE2_2,9,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위  9) 원재료/성분 함량,['health_orientation'],9,0.7,6.3
BE2_2,10,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위 10) 포장 디자인,['premium_orientation'],9,0.7,6.3
BE2_2,11,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위 11) 포장 재활용 여부,,,,
BE2_2,12,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.7,6.3
BE2_2,13,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,0.7,6.3
BE2_2,14,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위 14) 보관방법,,,,
BE2_2,15,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위 15) 알코올 도수,,,,
BE2_2,51,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위 51) 맛,,,,
BE2_2,95,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_2순위 95) 구입하지 않음,,,,
BE2_3,1,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위  1) 가격,['price_sensitivity'],9,0.5,4.5
BE2_3,2,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위  2) 용량,,,,
BE2_3,3,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.5,4.5
BE2_3,4,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위  4) 제조일자/유통기한,,,,
BE2_3,5,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위  5) 품질인증 표시,['premium_orientation'],9,0.5,4.5
BE2_3,6,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위  6) 원산지,,,,
BE2_3,7,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위  7) 영양성분,['health_orientation'],9,0.5,4.5
BE2_3,8,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위  8) 식품첨가물,,,,
BE2_3,9,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위  9) 원재료/성분 함량,['health_orientation'],9,0.5,4.5
BE2_3,10,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위 10) 포장 디자인,['premium_orientation'],9,0.5,4.5
BE2_3,11,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위 11) 포장 재활용 여부,,,,
BE2_3,12,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.5,4.5
BE2_3,13,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,0.5,4.5
BE2_3,14,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위 14) 보관방법,,,,
BE2_3,15,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위 15) 알코올 도수,,,,
BE2_3,51,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위 51) 맛,,,,
BE2_3,95,BE2. 가공식품 품목별 구입 시 우선 확인하는 사항(유지류)_3순위 95) 구입하지 않음,,,,
BE3_1,1,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위  1) 가격,['price_sensitivity'],9,1,9
BE3_1,2,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위  2) 용량,,,,
BE3_1,3,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,1,9
BE3_1,4,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위  4) 제조일자/유통기한,,,,
BE3_1,5,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위  5) 품질인증 표시,['premium_orientation'],9,1,9
BE3_1,6,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위  6) 원산지,,,,
BE3_1,7,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위  7) 영양성분,['health_orientation'],9,1,9
BE3_1,8,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위  8) 식품첨가물,,,,
BE3_1,9,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위  9) 원재료/성분 함량,['health_orientation'],9,1,9
BE3_1,10,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위 10) 포장 디자인,['premium_orientation'],9,1,9
BE3_1,11,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위 11) 포장 재활용 여부,,,,
BE3_1,12,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,1,9
BE3_1,13,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,1,9
BE3_1,14,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위 14) 보관방법,,,,
BE3_1,15,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위 15) 알코올 도수,,,,
BE3_1,51,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위 51) 맛,,,,
BE3_1,95,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_1순위 95) 구입하지 않음,,,,
BE3_2,1,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위  1) 가격,['price_sensitivity'],9,0.7,6.3
BE3_2,2,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위  2) 용량,,,,
BE3_2,3,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.7,6.3
BE3_2,4,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위  4) 제조일자/유통기한,,,,
BE3_2,5,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위  5) 품질인증 표시,['premium_orientation'],9,0.7,6.3
BE3_2,6,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위  6) 원산지,,,,
BE3_2,7,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위  7) 영양성분,['health_orientation'],9,0.7,6.3
BE3_2,8,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위  8) 식품첨가물,,,,
BE3_2,9,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위  9) 원재료/성분 함량,['health_orientation'],9,0.7,6.3
BE3_2,10,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위 10) 포장 디자인,['premium_orientation'],9,0.7,6.3
BE3_2,11,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위 11) 포장 재활용 여부,,,,
BE3_2,12,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.7,6.3
BE3_2,13,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,0.7,6.3
BE3_2,14,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위 14) 보관방법,,,,
BE3_2,15,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위 15) 알코올 도수,,,,
BE3_2,51,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위 51) 맛,,,,
BE3_2,95,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_2순위 95) 구입하지 않음,,,,
BE3_3,1,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위  1) 가격,['price_sensitivity'],9,0.5,4.5
BE3_3,2,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위  2) 용량,,,,
BE3_3,3,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.5,4.5
BE3_3,4,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위  4) 제조일자/유통기한,,,,
BE3_3,5,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위  5) 품질인증 표시,['premium_orientation'],9,0.5,4.5
BE3_3,6,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위  6) 원산지,,,,
BE3_3,7,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위  7) 영양성분,['health_orientation'],9,0.5,4.5
BE3_3,8,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위  8) 식품첨가물,,,,
BE3_3,9,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위  9) 원재료/성분 함량,['health_orientation'],9,0.5,4.5
BE3_3,10,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위 10) 포장 디자인,['premium_orientation'],9,0.5,4.5
BE3_3,11,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위 11) 포장 재활용 여부,,,,
BE3_3,12,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.5,4.5
BE3_3,13,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,0.5,4.5
BE3_3,14,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위 14) 보관방법,,,,
BE3_3,15,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위 15) 알코올 도수,,,,
BE3_3,51,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위 51) 맛,,,,
BE3_3,95,BE3. 가공식품 품목별 구입 시 우선 확인하는 사항(유가공품)_3순위 95) 구입하지 않음,,,,
BF2_1,1,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위  1) 가격,['price_sensitivity'],9,1,9
BF2_1,2,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위  2) 용량,,,,
BF2_1,3,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,1,9
BF2_1,4,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위  4) 제조일자/유통기한,,,,
BF2_1,5,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위  5) 품질인증 표시,['premium_orientation'],9,1,9
BF2_1,6,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위  6) 원산지,,,,
BF2_1,7,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위  7) 영양성분,['health_orientation'],9,1,9
BF2_1,8,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위  8) 식품첨가물,,,,
BF2_1,9,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위  9) 원재료/성분 함량,['health_orientation'],9,1,9
BF2_1,10,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위 10) 포장 디자인,['premium_orientation'],9,1,9
BF2_1,11,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위 11) 포장 재활용 여부,,,,
BF2_1,12,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,1,9
BF2_1,13,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,1,9
BF2_1,14,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위 14) 보관방법,,,,
BF2_1,15,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위 15) 알코올 도수,,,,
BF2_1,51,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위 51) 맛,,,,
BF2_1,95,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_1순위 95) 구입하지 않음,,,,
BF2_2,1,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위  1) 가격,['price_sensitivity'],9,0.7,6.3
BF2_2,2,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위  2) 용량,,,,
BF2_2,3,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.7,6.3
BF2_2,4,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위  4) 제조일자/유통기한,,,,
BF2_2,5,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위  5) 품질인증 표시,['premium_orientation'],9,0.7,6.3
BF2_2,6,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위  6) 원산지,,,,
BF2_2,7,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위  7) 영양성분,['health_orientation'],9,0.7,6.3
BF2_2,8,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위  8) 식품첨가물,,,,
BF2_2,9,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위  9) 원재료/성분 함량,['health_orientation'],9,0.7,6.3
BF2_2,10,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위 10) 포장 디자인,['premium_orientation'],9,0.7,6.3
BF2_2,11,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위 11) 포장 재활용 여부,,,,
BF2_2,12,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.7,6.3
BF2_2,13,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,0.7,6.3
BF2_2,14,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위 14) 보관방법,,,,
BF2_2,15,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위 15) 알코올 도수,,,,
BF2_2,51,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위 51) 맛,,,,
BF2_2,95,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_2순위 95) 구입하지 않음,,,,
BF2_3,1,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_3순위  1) 가격,['price_sensitivity'],9,0.5,4.5
BF2_3,2,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_3순위  2) 용량,,,,
BF2_3,3,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_3순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.5,4.5
BF2_3,4,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_3순위  4) 제조일자/유통기한,,,,
BF2_3,5,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_3순위  5) 품질인증 표시,['premium_orientation'],9,0.5,4.5
BF2_3,6,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_3순위  6) 원산지,,,,
BF2_3,7,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_3순위  7) 영양성분,['health_orientation'],9,0.5,4.5
BF2_3,8,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_3순위  8) 식품첨가물,,,,
BF2_3,9,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_3순위  9) 원재료/성분 함량,['health_orientation'],9,0.5,4.5
BF2_3,10,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_3순위 10) 포장 디자인,['premium_orientation'],9,0.5,4.5
BF2_3,11,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_3순위 11) 포장 재활용 여부,,,,
BF2_3,12,BF2. 가공식품 품목별 구입 시 우선 확인하는 사항(빵 및 떡류)_3순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.5,4.5
